instance,cell_type,x_um,y_um
sky130_fd_sc_hd__o211a_2_3,sky130_fd_sc_hd__o211a_2,183.08,42.160000000000004
sky130_fd_sc_hd__o211a_2_4,sky130_fd_sc_hd__o211a_2,168.36,47.6
sky130_fd_sc_hd__o211a_2_5,sky130_fd_sc_hd__o211a_2,172.96,50.32
sky130_fd_sc_hd__o211a_2_6,sky130_fd_sc_hd__o211a_2,174.8,53.04
sky130_fd_sc_hd__o211a_2_7,sky130_fd_sc_hd__o211a_2,38.18000000000001,102.0
sky130_fd_sc_hd__o211a_2_8,sky130_fd_sc_hd__o211a_2,83.72,107.44
sky130_fd_sc_hd__o211a_2_9,sky130_fd_sc_hd__o211a_2,172.96,140.07999999999998
sky130_fd_sc_hd__o211a_2_10,sky130_fd_sc_hd__o211a_2,172.96,148.24
sky130_fd_sc_hd__o211a_2_11,sky130_fd_sc_hd__o211a_2,166.98000000000002,243.44
sky130_fd_sc_hd__o211ai_2_0,sky130_fd_sc_hd__o211ai_2,180.32,39.44
sky130_fd_sc_hd__o21a_2_0,sky130_fd_sc_hd__o21a_2,179.63,12.24
sky130_fd_sc_hd__o21a_2_1,sky130_fd_sc_hd__o21a_2,163.07,17.68
sky130_fd_sc_hd__o21a_2_2,sky130_fd_sc_hd__o21a_2,183.31,17.68
sky130_fd_sc_hd__o21a_2_3,sky130_fd_sc_hd__o21a_2,183.76999999999998,20.400000000000002
sky130_fd_sc_hd__o21a_2_4,sky130_fd_sc_hd__o21a_2,75.21000000000001,42.160000000000004
sky130_fd_sc_hd__o21a_2_5,sky130_fd_sc_hd__o21a_2,72.91,44.88
sky130_fd_sc_hd__o21a_2_6,sky130_fd_sc_hd__o21a_2,116.61,47.6
sky130_fd_sc_hd__o21a_2_7,sky130_fd_sc_hd__o21a_2,116.61,66.64
sky130_fd_sc_hd__o21a_2_8,sky130_fd_sc_hd__o21a_2,119.83,66.64
sky130_fd_sc_hd__o21a_2_9,sky130_fd_sc_hd__o21a_2,116.61,69.36
sky130_fd_sc_hd__o21a_2_10,sky130_fd_sc_hd__o21a_2,111.09,93.84
sky130_fd_sc_hd__o21a_2_11,sky130_fd_sc_hd__o21a_2,113.39,99.28
sky130_fd_sc_hd__o21a_2_12,sky130_fd_sc_hd__o21a_2,118.45,104.72
sky130_fd_sc_hd__o21a_2_13,sky130_fd_sc_hd__o21a_2,120.75,118.32000000000001
sky130_fd_sc_hd__o21a_2_14,sky130_fd_sc_hd__o21a_2,122.13,131.92000000000002
sky130_fd_sc_hd__o21a_2_15,sky130_fd_sc_hd__o21a_2,112.47,137.36
sky130_fd_sc_hd__o21a_2_16,sky130_fd_sc_hd__o21a_2,173.64999999999998,142.8
sky130_fd_sc_hd__o21a_2_17,sky130_fd_sc_hd__o21a_2,113.39,148.24
sky130_fd_sc_hd__o21a_2_18,sky130_fd_sc_hd__o21a_2,169.51,148.24
sky130_fd_sc_hd__o21a_2_19,sky130_fd_sc_hd__o21a_2,120.75,189.04000000000002
sky130_fd_sc_hd__o21a_2_20,sky130_fd_sc_hd__o21a_2,185.61,197.2
sky130_fd_sc_hd__o21a_2_21,sky130_fd_sc_hd__o21a_2,111.55,202.64
sky130_fd_sc_hd__o21a_2_22,sky130_fd_sc_hd__o21a_2,111.55,210.8
sky130_fd_sc_hd__o21a_2_23,sky130_fd_sc_hd__o21a_2,114.31,224.39999999999998
sky130_fd_sc_hd__o21a_2_24,sky130_fd_sc_hd__o21a_2,114.31,229.84000000000003
sky130_fd_sc_hd__o21a_2_25,sky130_fd_sc_hd__o21a_2,114.31,240.72000000000003
sky130_fd_sc_hd__o21a_2_26,sky130_fd_sc_hd__o21a_2,126.27000000000001,248.88
sky130_fd_sc_hd__o21a_2_27,sky130_fd_sc_hd__o21a_2,109.71000000000001,257.03999999999996
sky130_fd_sc_hd__o21a_2_28,sky130_fd_sc_hd__o21a_2,118.91,270.64
sky130_fd_sc_hd__o21a_2_29,sky130_fd_sc_hd__o21a_2,111.55,281.52
sky130_fd_sc_hd__o21a_2_30,sky130_fd_sc_hd__o21a_2,106.95,286.96000000000004
sky130_fd_sc_hd__o21ai_2_0,sky130_fd_sc_hd__o21ai_2,179.63,50.32
sky130_fd_sc_hd__o21ai_2_1,sky130_fd_sc_hd__o21ai_2,178.25,53.04
sky130_fd_sc_hd__o21ai_2_2,sky130_fd_sc_hd__o21ai_2,175.49,55.76
sky130_fd_sc_hd__o21ai_2_3,sky130_fd_sc_hd__o21ai_2,174.57,137.36
sky130_fd_sc_hd__o21ai_2_4,sky130_fd_sc_hd__o21ai_2,179.63,170.0
sky130_fd_sc_hd__o21ai_2_5,sky130_fd_sc_hd__o21ai_2,180.55,172.72000000000003
sky130_fd_sc_hd__o21ba_2_0,sky130_fd_sc_hd__o21ba_2,184.0,28.560000000000002
sky130_fd_sc_hd__o21ba_2_1,sky130_fd_sc_hd__o21ba_2,162.38,251.60000000000002
sky130_fd_sc_hd__o21bai_2_0,sky130_fd_sc_hd__o21bai_2,172.27000000000004,96.56
sky130_fd_sc_hd__o221a_2_0,sky130_fd_sc_hd__o221a_2,166.75,17.68
sky130_fd_sc_hd__o221a_2_1,sky130_fd_sc_hd__o221a_2,173.19,131.92000000000002
sky130_fd_sc_hd__o221a_2_2,sky130_fd_sc_hd__o221a_2,158.46999999999997,189.04000000000002
sky130_fd_sc_hd__o22a_2_0,sky130_fd_sc_hd__o22a_2,173.88,12.240000000000002
sky130_fd_sc_hd__o22a_2_1,sky130_fd_sc_hd__o22a_2,172.96,99.28
sky130_fd_sc_hd__o22a_2_2,sky130_fd_sc_hd__o22a_2,173.88,110.16
sky130_fd_sc_hd__o22a_2_3,sky130_fd_sc_hd__o22a_2,185.38,194.48000000000002
sky130_fd_sc_hd__o22ai_2_0,sky130_fd_sc_hd__o22ai_2,180.32,34.0
sky130_fd_sc_hd__o22ai_2_1,sky130_fd_sc_hd__o22ai_2,162.83999999999997,39.44
sky130_fd_sc_hd__o2bb2a_2_0,sky130_fd_sc_hd__o2bb2a_2,168.13,34.0
sky130_fd_sc_hd__o311a_2_0,sky130_fd_sc_hd__o311a_2,163.99,34.0
sky130_fd_sc_hd__o311a_2_1,sky130_fd_sc_hd__o311a_2,32.89,96.56
sky130_fd_sc_hd__o31a_2_0,sky130_fd_sc_hd__o31a_2,174.8,85.68
sky130_fd_sc_hd__o31a_2_1,sky130_fd_sc_hd__o31a_2,172.96,145.51999999999998
sky130_fd_sc_hd__o31a_2_2,sky130_fd_sc_hd__o31a_2,166.98,178.16000000000003
sky130_fd_sc_hd__o31a_2_3,sky130_fd_sc_hd__o31a_2,178.02,216.24
sky130_fd_sc_hd__o31a_2_4,sky130_fd_sc_hd__o31a_2,174.34,218.95999999999998
sky130_fd_sc_hd__o31a_2_5,sky130_fd_sc_hd__o31a_2,179.86,218.95999999999998
sky130_fd_sc_hd__o31a_2_6,sky130_fd_sc_hd__o31a_2,170.66,221.68
sky130_fd_sc_hd__o31a_2_7,sky130_fd_sc_hd__o31a_2,174.34,221.68
sky130_fd_sc_hd__o31a_2_8,sky130_fd_sc_hd__o31a_2,169.74,224.39999999999998
sky130_fd_sc_hd__o31a_2_9,sky130_fd_sc_hd__o31a_2,173.42,224.39999999999998
sky130_fd_sc_hd__o31a_2_10,sky130_fd_sc_hd__o31a_2,175.72,227.12
sky130_fd_sc_hd__o31ai_2_0,sky130_fd_sc_hd__o31ai_2,180.32,23.120000000000005
sky130_fd_sc_hd__o31ai_2_1,sky130_fd_sc_hd__o31ai_2,182.16000000000003,25.84
sky130_fd_sc_hd__o32a_2_0,sky130_fd_sc_hd__o32a_2,183.31,36.72
sky130_fd_sc_hd__o32a_2_1,sky130_fd_sc_hd__o32a_2,179.17000000000002,42.160000000000004
sky130_fd_sc_hd__o32a_2_2,sky130_fd_sc_hd__o32a_2,170.89,170.0
sky130_fd_sc_hd__o32a_2_3,sky130_fd_sc_hd__o32a_2,162.61,189.04000000000002
sky130_fd_sc_hd__o32ai_2_0,sky130_fd_sc_hd__o32ai_2,174.57,88.4
sky130_fd_sc_hd__or2_2_0,sky130_fd_sc_hd__or2_2,158.93,12.24
sky130_fd_sc_hd__or2_2_1,sky130_fd_sc_hd__or2_2,184.69,12.240000000000002
sky130_fd_sc_hd__or2_2_2,sky130_fd_sc_hd__or2_2,185.15,14.96
sky130_fd_sc_hd__or2_2_3,sky130_fd_sc_hd__or2_2,155.71,17.68
sky130_fd_sc_hd__or2_2_4,sky130_fd_sc_hd__or2_2,157.55,20.400000000000002
sky130_fd_sc_hd__or2_2_5,sky130_fd_sc_hd__or2_2,187.45000000000002,39.44
sky130_fd_sc_hd__or2_2_6,sky130_fd_sc_hd__or2_2,184.23000000000002,47.6
sky130_fd_sc_hd__or2_2_7,sky130_fd_sc_hd__or2_2,82.11000000000001,112.88000000000001
sky130_fd_sc_hd__or2_2_8,sky130_fd_sc_hd__or2_2,167.67000000000002,137.36
sky130_fd_sc_hd__or2_2_9,sky130_fd_sc_hd__or2_2,165.37,170.0
sky130_fd_sc_hd__or2_2_10,sky130_fd_sc_hd__or2_2,150.65,186.32
sky130_fd_sc_hd__or2_2_11,sky130_fd_sc_hd__or2_2,166.75,205.36
sky130_fd_sc_hd__or2_2_12,sky130_fd_sc_hd__or2_2,167.67000000000002,281.52
sky130_fd_sc_hd__or3_2_0,sky130_fd_sc_hd__or3_2,176.18,17.68
sky130_fd_sc_hd__or3_2_1,sky130_fd_sc_hd__or3_2,186.3,17.68
sky130_fd_sc_hd__or3_2_2,sky130_fd_sc_hd__or3_2,159.16,23.120000000000005
sky130_fd_sc_hd__or3_2_3,sky130_fd_sc_hd__or3_2,187.22,23.120000000000005
sky130_fd_sc_hd__or3_2_4,sky130_fd_sc_hd__or3_2,163.3,25.84
sky130_fd_sc_hd__or3_2_5,sky130_fd_sc_hd__or3_2,162.38,44.88
sky130_fd_sc_hd__or3_2_6,sky130_fd_sc_hd__or3_2,176.18,50.32
sky130_fd_sc_hd__or3_2_7,sky130_fd_sc_hd__or3_2,76.35999999999999,55.76
sky130_fd_sc_hd__or3_2_8,sky130_fd_sc_hd__or3_2,179.4,115.60000000000001
sky130_fd_sc_hd__or3_2_9,sky130_fd_sc_hd__or3_2,172.5,194.48000000000002
sky130_fd_sc_hd__or3_2_10,sky130_fd_sc_hd__or3_2,167.44,208.07999999999998
sky130_fd_sc_hd__or3_2_11,sky130_fd_sc_hd__or3_2,179.4,208.07999999999998
sky130_fd_sc_hd__or3_2_12,sky130_fd_sc_hd__or3_2,163.3,210.8
sky130_fd_sc_hd__or3_2_13,sky130_fd_sc_hd__or3_2,179.4,210.8
sky130_fd_sc_hd__or3_2_14,sky130_fd_sc_hd__or3_2,179.4,213.51999999999998
sky130_fd_sc_hd__or3_2_15,sky130_fd_sc_hd__or3_2,182.16,213.51999999999998
sky130_fd_sc_hd__or3_2_16,sky130_fd_sc_hd__or3_2,166.52,216.24
sky130_fd_sc_hd__or3_2_17,sky130_fd_sc_hd__or3_2,181.24,216.24
sky130_fd_sc_hd__or3b_2_0,sky130_fd_sc_hd__or3b_2,155.25,180.88
sky130_fd_sc_hd__or4_2_0,sky130_fd_sc_hd__or4_2,163.07,20.400000000000002
sky130_fd_sc_hd__or4_2_1,sky130_fd_sc_hd__or4_2,116.61,61.2
sky130_fd_sc_hd__or4_2_2,sky130_fd_sc_hd__or4_2,108.33,74.8
sky130_fd_sc_hd__or4_2_3,sky130_fd_sc_hd__or4_2,122.13,88.4
sky130_fd_sc_hd__or4_2_4,sky130_fd_sc_hd__or4_2,80.27,107.44
sky130_fd_sc_hd__or4_2_5,sky130_fd_sc_hd__or4_2,111.55,134.64
sky130_fd_sc_hd__or4_2_6,sky130_fd_sc_hd__or4_2,115.69,202.64
sky130_fd_sc_hd__or4_2_7,sky130_fd_sc_hd__or4_2,124.43,213.51999999999998
sky130_fd_sc_hd__or4_2_8,sky130_fd_sc_hd__or4_2,124.89,232.56
sky130_fd_sc_hd__or4_2_9,sky130_fd_sc_hd__or4_2,112.47,273.36
sky130_fd_sc_hd__or4b_2_0,sky130_fd_sc_hd__or4b_2,120.06,61.2
sky130_fd_sc_hd__or4b_2_1,sky130_fd_sc_hd__or4b_2,113.16000000000001,72.08
sky130_fd_sc_hd__or4b_2_2,sky130_fd_sc_hd__or4b_2,116.84,85.68
sky130_fd_sc_hd__or4b_2_3,sky130_fd_sc_hd__or4b_2,122.36,142.8
sky130_fd_sc_hd__or4b_2_4,sky130_fd_sc_hd__or4b_2,115.46000000000001,199.92000000000002
sky130_fd_sc_hd__or4b_2_5,sky130_fd_sc_hd__or4b_2,114.08,208.07999999999998
sky130_fd_sc_hd__or4b_2_6,sky130_fd_sc_hd__or4b_2,118.67999999999999,227.12
sky130_fd_sc_hd__or4b_2_7,sky130_fd_sc_hd__or4b_2,166.06,251.60000000000002
sky130_fd_sc_hd__or4b_2_8,sky130_fd_sc_hd__or4b_2,115.46000000000001,270.64
sky130_fd_sc_hd__or4bb_2_0,sky130_fd_sc_hd__or4bb_2,83.25999999999999,104.72
sky130_fd_sc_hd__tapvpwrvgnd_1_0,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_1,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_2,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_3,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_4,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_5,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_6,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_7,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_8,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_9,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_10,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_11,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_12,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,12.24
sky130_fd_sc_hd__tapvpwrvgnd_1_13,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,14.959999999999999
sky130_fd_sc_hd__tapvpwrvgnd_1_14,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,14.959999999999999
sky130_fd_sc_hd__tapvpwrvgnd_1_15,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,14.959999999999999
sky130_fd_sc_hd__tapvpwrvgnd_1_16,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,14.959999999999999
sky130_fd_sc_hd__tapvpwrvgnd_1_17,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,14.959999999999999
sky130_fd_sc_hd__tapvpwrvgnd_1_18,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,14.959999999999999
sky130_fd_sc_hd__tapvpwrvgnd_1_19,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,17.68
sky130_fd_sc_hd__tapvpwrvgnd_1_20,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,17.68
sky130_fd_sc_hd__tapvpwrvgnd_1_21,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,17.68
sky130_fd_sc_hd__tapvpwrvgnd_1_22,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,17.68
sky130_fd_sc_hd__tapvpwrvgnd_1_23,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,17.68
sky130_fd_sc_hd__tapvpwrvgnd_1_24,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,17.68
sky130_fd_sc_hd__tapvpwrvgnd_1_25,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,17.68
sky130_fd_sc_hd__tapvpwrvgnd_1_26,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,20.4
sky130_fd_sc_hd__tapvpwrvgnd_1_27,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,20.4
sky130_fd_sc_hd__tapvpwrvgnd_1_28,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,20.4
sky130_fd_sc_hd__tapvpwrvgnd_1_29,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,20.4
sky130_fd_sc_hd__tapvpwrvgnd_1_30,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,20.4
sky130_fd_sc_hd__tapvpwrvgnd_1_31,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,20.4
sky130_fd_sc_hd__tapvpwrvgnd_1_32,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,23.120000000000005
sky130_fd_sc_hd__tapvpwrvgnd_1_33,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,23.120000000000005
sky130_fd_sc_hd__tapvpwrvgnd_1_34,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,23.120000000000005
sky130_fd_sc_hd__tapvpwrvgnd_1_35,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,23.120000000000005
sky130_fd_sc_hd__tapvpwrvgnd_1_36,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,23.120000000000005
sky130_fd_sc_hd__tapvpwrvgnd_1_37,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,23.120000000000005
sky130_fd_sc_hd__tapvpwrvgnd_1_38,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,23.120000000000005
sky130_fd_sc_hd__tapvpwrvgnd_1_39,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,25.839999999999996
sky130_fd_sc_hd__tapvpwrvgnd_1_40,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,25.839999999999996
sky130_fd_sc_hd__tapvpwrvgnd_1_41,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,25.839999999999996
sky130_fd_sc_hd__tapvpwrvgnd_1_42,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,25.839999999999996
sky130_fd_sc_hd__tapvpwrvgnd_1_43,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,25.839999999999996
sky130_fd_sc_hd__tapvpwrvgnd_1_44,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,25.839999999999996
sky130_fd_sc_hd__tapvpwrvgnd_1_45,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,28.560000000000002
sky130_fd_sc_hd__tapvpwrvgnd_1_46,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,28.560000000000002
sky130_fd_sc_hd__tapvpwrvgnd_1_47,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,28.560000000000002
sky130_fd_sc_hd__tapvpwrvgnd_1_48,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,28.560000000000002
sky130_fd_sc_hd__tapvpwrvgnd_1_49,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,28.560000000000002
sky130_fd_sc_hd__tapvpwrvgnd_1_50,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,28.560000000000002
sky130_fd_sc_hd__tapvpwrvgnd_1_51,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,28.560000000000002
sky130_fd_sc_hd__tapvpwrvgnd_1_52,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,31.28
sky130_fd_sc_hd__tapvpwrvgnd_1_53,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,31.28
sky130_fd_sc_hd__tapvpwrvgnd_1_54,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,31.28
sky130_fd_sc_hd__tapvpwrvgnd_1_55,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,31.28
sky130_fd_sc_hd__tapvpwrvgnd_1_56,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,31.28
sky130_fd_sc_hd__tapvpwrvgnd_1_57,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,31.28
sky130_fd_sc_hd__tapvpwrvgnd_1_58,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,34.0
sky130_fd_sc_hd__tapvpwrvgnd_1_59,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,34.0
sky130_fd_sc_hd__tapvpwrvgnd_1_60,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,34.0
sky130_fd_sc_hd__tapvpwrvgnd_1_61,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,34.0
sky130_fd_sc_hd__tapvpwrvgnd_1_62,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,34.0
sky130_fd_sc_hd__tapvpwrvgnd_1_63,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,34.0
sky130_fd_sc_hd__tapvpwrvgnd_1_64,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,34.0
sky130_fd_sc_hd__tapvpwrvgnd_1_65,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,36.72
sky130_fd_sc_hd__tapvpwrvgnd_1_66,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,36.72
sky130_fd_sc_hd__tapvpwrvgnd_1_67,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,36.72
sky130_fd_sc_hd__tapvpwrvgnd_1_68,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,36.72
sky130_fd_sc_hd__tapvpwrvgnd_1_69,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,36.72
sky130_fd_sc_hd__tapvpwrvgnd_1_70,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,36.72
sky130_fd_sc_hd__tapvpwrvgnd_1_71,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,39.44
sky130_fd_sc_hd__tapvpwrvgnd_1_72,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,39.44
sky130_fd_sc_hd__tapvpwrvgnd_1_73,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,39.44
sky130_fd_sc_hd__tapvpwrvgnd_1_74,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,39.44
sky130_fd_sc_hd__tapvpwrvgnd_1_75,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,39.44
sky130_fd_sc_hd__tapvpwrvgnd_1_76,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,39.44
sky130_fd_sc_hd__tapvpwrvgnd_1_77,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,39.44
sky130_fd_sc_hd__tapvpwrvgnd_1_78,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,42.160000000000004
sky130_fd_sc_hd__tapvpwrvgnd_1_79,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,42.160000000000004
sky130_fd_sc_hd__tapvpwrvgnd_1_80,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,42.160000000000004
sky130_fd_sc_hd__tapvpwrvgnd_1_81,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,42.160000000000004
sky130_fd_sc_hd__tapvpwrvgnd_1_82,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,42.160000000000004
sky130_fd_sc_hd__tapvpwrvgnd_1_83,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,42.160000000000004
sky130_fd_sc_hd__tapvpwrvgnd_1_84,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,44.88
sky130_fd_sc_hd__tapvpwrvgnd_1_85,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,44.88
sky130_fd_sc_hd__tapvpwrvgnd_1_86,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,44.88
sky130_fd_sc_hd__tapvpwrvgnd_1_87,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,44.88
sky130_fd_sc_hd__tapvpwrvgnd_1_88,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,44.88
sky130_fd_sc_hd__tapvpwrvgnd_1_89,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,44.88
sky130_fd_sc_hd__tapvpwrvgnd_1_90,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,44.88
sky130_fd_sc_hd__tapvpwrvgnd_1_91,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,47.6
sky130_fd_sc_hd__tapvpwrvgnd_1_92,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,47.6
sky130_fd_sc_hd__tapvpwrvgnd_1_93,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,47.6
sky130_fd_sc_hd__tapvpwrvgnd_1_94,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,47.6
sky130_fd_sc_hd__tapvpwrvgnd_1_95,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,47.6
sky130_fd_sc_hd__tapvpwrvgnd_1_96,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,47.6
sky130_fd_sc_hd__tapvpwrvgnd_1_97,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,50.32
sky130_fd_sc_hd__tapvpwrvgnd_1_98,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,50.32
sky130_fd_sc_hd__tapvpwrvgnd_1_99,sky130_fd_sc_hd__tapvpwrvgnd_1,74.75,50.32
sky130_fd_sc_hd__tapvpwrvgnd_1_100,sky130_fd_sc_hd__tapvpwrvgnd_1,100.51,50.32
sky130_fd_sc_hd__tapvpwrvgnd_1_101,sky130_fd_sc_hd__tapvpwrvgnd_1,126.27000000000001,50.32
sky130_fd_sc_hd__tapvpwrvgnd_1_102,sky130_fd_sc_hd__tapvpwrvgnd_1,152.03000000000003,50.32
sky130_fd_sc_hd__tapvpwrvgnd_1_103,sky130_fd_sc_hd__tapvpwrvgnd_1,177.79000000000002,50.32
sky130_fd_sc_hd__tapvpwrvgnd_1_104,sky130_fd_sc_hd__tapvpwrvgnd_1,36.11,53.04
sky130_fd_sc_hd__tapvpwrvgnd_1_105,sky130_fd_sc_hd__tapvpwrvgnd_1,61.870000000000005,53.04
sky130_fd_sc_hd__tapvpwrvgnd_1_106,sky130_fd_sc_hd__tapvpwrvgnd_1,87.63000000000001,53.04
sky130_fd_sc_hd__tapvpwrvgnd_1_107,sky130_fd_sc_hd__tapvpwrvgnd_1,113.39,53.04
sky130_fd_sc_hd__tapvpwrvgnd_1_108,sky130_fd_sc_hd__tapvpwrvgnd_1,139.15000000000003,53.04
sky130_fd_sc_hd__tapvpwrvgnd_1_109,sky130_fd_sc_hd__tapvpwrvgnd_1,164.91000000000003,53.04
sky130_fd_sc_hd__tapvpwrvgnd_1_110,sky130_fd_sc_hd__tapvpwrvgnd_1,23.229999999999997,55.76
sky130_fd_sc_hd__tapvpwrvgnd_1_111,sky130_fd_sc_hd__tapvpwrvgnd_1,48.989999999999995,55.76
