mode,cyc,A_N,B,D,Q,and4_X
"I2_d02_@30,32",1,0,0,0,0,0
"I2_d02_@30,32",2,0,0,0,0,0
"I2_d02_@30,32",3,0,0,0,0,0
"I2_d02_@30,32",4,0,0,0,0,0
"I2_d02_@30,32",5,0,0,0,0,0
"I2_d02_@30,32",6,0,0,0,0,0
"I2_d02_@30,32",7,0,0,0,0,0
"I2_d02_@30,32",8,0,0,0,0,0
"I2_d02_@30,32",9,0,0,0,0,0
"I2_d02_@30,32",10,0,0,0,0,0
"I2_d02_@30,32",11,0,0,0,0,0
"I2_d02_@30,32",12,0,0,0,0,0
"I2_d02_@30,32",13,0,0,0,0,0
"I2_d02_@30,32",14,0,0,0,0,0
"I2_d02_@30,32",15,0,0,0,0,0
"I2_d02_@30,32",16,0,0,0,0,0
"I2_d02_@30,32",17,0,0,0,0,0
"I2_d02_@30,32",18,0,0,0,0,0
"I2_d02_@30,32",19,0,0,0,0,0
"I2_d02_@30,32",20,0,0,0,0,0
"I2_d02_@30,32",21,0,0,0,0,0
"I2_d02_@30,32",22,0,0,0,0,0
"I2_d02_@30,32",23,0,0,0,0,0
"I2_d02_@30,32",24,0,0,0,0,0
"I2_d02_@30,32",25,0,0,0,0,0
"I2_d02_@30,32",26,0,0,0,0,0
"I2_d02_@30,32",27,0,0,0,0,0
"I2_d02_@30,32",28,0,0,0,0,0
"I2_d02_@30,32",29,0,0,0,0,0
"I2_d02_@30,32",30,0,0,0,0,0
"I2_d02_@30,32",31,0,0,0,0,0
"I2_d02_@30,32",32,0,0,0,0,0
"I2_d02_@30,32",33,0,0,0,0,0
"I2_d02_@30,32",34,0,0,0,0,0
"I2_d02_@30,32",35,0,0,0,0,0
"I2_d02_@30,32",36,0,0,0,0,0
"I2_d02_@30,32",37,0,0,0,0,0
"I2_d02_@30,32",38,0,0,0,0,0
"I2_d02_@30,32",39,0,0,0,0,0
"I2_d02_@30,32",40,0,0,0,0,0
"I2_d02_@30,32",41,0,0,0,0,0
"I2_d02_@30,32",42,0,0,0,0,0
"I2_d02_@30,32",43,0,0,0,0,0
"I2_d02_@30,32",44,0,0,0,0,0
"I2_d02_@30,32",45,0,0,0,0,0
"I2_d02_@30,32",46,0,0,0,0,0
"I2_d02_@30,32",47,0,0,0,0,0
"I2_d02_@30,32",48,0,0,0,0,0
"I2_d02_@30,32",49,0,0,0,0,0
"I2_d02_@30,32",50,0,0,0,0,0
"I2_d02_@30,32",51,0,0,0,0,0
"I2_d02_@30,32",52,0,0,0,0,0
"I2_d02_@30,32",53,0,0,0,0,0
"I2_d02_@30,32",54,0,0,0,0,0
"I2_d02_@30,32",55,0,0,0,0,0
"I2_d02_@30,32",56,0,0,0,0,0
"I2_d02_@30,32",57,0,0,0,0,0
"I2_d02_@30,32",58,0,0,0,0,0
"I2_d02_@30,32",59,0,0,0,0,0
"I2_d02_@30,32",60,0,0,0,0,0
"I2_d02_@30,32",61,0,0,0,0,0
"I2_d02_@30,32",62,0,0,0,0,0
"I2_d02_@30,32",63,0,0,0,0,0
"I2_d02_@30,32",64,0,0,0,0,0
"I2_d02_@30,32",65,0,0,0,0,0
"I2_d02_@30,32",66,0,0,0,0,0
"I2_d02_@30,32",67,0,0,0,0,0
"I2_d02_@30,32",68,0,0,0,0,0
"I2_d02_@30,32",69,0,0,0,0,0
"I2_d02_@30,32",70,0,0,0,0,0
"I2_d02_@30,32",71,0,0,0,0,0
"I2_d02_@30,32",72,0,0,0,0,0
"I2_d02_@30,32",73,0,0,0,0,0
"I2_d02_@30,32",74,0,0,0,0,0
"I2_d02_@30,32",75,0,0,0,0,0
"I2_d02_@30,32",76,0,0,0,0,0
"I2_d02_@30,32",77,0,0,0,0,0
"I2_d02_@30,32",78,0,0,0,0,0
"I2_d02_@30,32",79,0,0,0,0,0
"I2_d02_@30,32",80,0,0,0,0,0
"I2_d02_@30,32",81,0,0,0,0,0
"I2_d02_@30,32",82,0,0,0,0,0
"I2_d02_@30,32",83,0,0,0,0,0
"I2_d02_@30,32",84,0,0,0,0,0
"I2_d02_@30,32",85,0,0,0,0,0
"I2_d02_@30,32",86,0,0,0,0,0
"I2_d02_@30,32",87,0,0,0,0,0
"I2_d02_@30,32",88,0,0,0,0,0
"I2_d02_@30,32",89,0,0,0,0,0
"I2_d02_@30,32",90,0,0,0,0,0
"I2_d02_@30,32",91,0,0,0,0,0
"I2_d02_@30,32",92,0,0,0,0,0
"I2_d02_@30,32",93,0,0,0,0,0
"I2_d02_@30,32",94,0,0,0,0,0
"I2_d02_@30,32",95,0,0,0,0,0
"I2_d02_@30,32",96,0,0,0,0,0
"I2_d02_@30,32",97,0,0,0,0,0
"I2_d02_@30,32",98,0,0,0,0,0
"I2_d02_@30,32",99,0,0,0,0,0
"I2_d02_@30,32",100,0,0,0,0,0
"I2_d02_@30,32",101,0,0,0,0,0
"I2_d02_@30,32",102,0,0,0,0,0
"I2_d02_@30,32",103,0,0,0,0,0
"I2_d02_@30,32",104,0,0,0,0,0
"I2_d02_@30,32",105,0,0,0,0,0
"I2_d02_@30,32",106,0,0,0,0,0
"I2_d02_@30,32",107,0,0,0,0,0
"I2_d02_@30,32",108,0,0,0,0,0
"I2_d02_@30,32",109,0,0,0,0,0
"I2_d02_@30,32",110,0,0,0,0,0
"I2_d02_@30,32",111,0,0,0,0,0
"I2_d02_@30,32",112,0,0,0,0,0
"I2_d02_@30,32",113,0,0,0,0,0
"I2_d02_@30,32",114,0,0,0,0,0
"I2_d02_@30,32",115,0,0,0,0,0
"I2_d02_@30,32",116,0,0,0,0,0
"I2_d02_@30,32",117,0,0,0,0,0
"I2_d02_@30,32",118,0,0,0,0,0
"I2_d02_@30,32",119,0,0,0,0,0
"I2_d02_@30,32",120,0,0,0,0,0
"I2_d03_@30,33",0,0,0,0,0,0
"I2_d03_@30,33",1,0,0,0,0,0
"I2_d03_@30,33",2,0,0,0,0,0
"I2_d03_@30,33",3,0,0,0,0,0
"I2_d03_@30,33",4,0,0,0,0,0
"I2_d03_@30,33",5,0,0,0,0,0
"I2_d03_@30,33",6,0,0,0,0,0
"I2_d03_@30,33",7,0,0,0,0,0
"I2_d03_@30,33",8,0,0,0,0,0
"I2_d03_@30,33",9,0,0,0,0,0
"I2_d03_@30,33",10,0,0,0,0,0
"I2_d03_@30,33",11,0,0,0,0,0
"I2_d03_@30,33",12,0,0,0,0,0
"I2_d03_@30,33",13,0,0,0,0,0
"I2_d03_@30,33",14,0,0,0,0,0
"I2_d03_@30,33",15,0,0,0,0,0
"I2_d03_@30,33",16,0,0,0,0,0
"I2_d03_@30,33",17,0,0,0,0,0
"I2_d03_@30,33",18,0,0,0,0,0
"I2_d03_@30,33",19,0,0,0,0,0
"I2_d03_@30,33",20,0,0,0,0,0
"I2_d03_@30,33",21,0,0,0,0,0
"I2_d03_@30,33",22,0,0,0,0,0
"I2_d03_@30,33",23,0,0,0,0,0
"I2_d03_@30,33",24,0,0,0,0,0
"I2_d03_@30,33",25,0,0,0,0,0
"I2_d03_@30,33",26,0,0,0,0,0
"I2_d03_@30,33",27,0,0,0,0,0
"I2_d03_@30,33",28,0,0,0,0,0
"I2_d03_@30,33",29,0,0,0,0,0
"I2_d03_@30,33",30,0,0,0,0,0
"I2_d03_@30,33",31,0,0,0,0,0
"I2_d03_@30,33",32,0,0,0,0,0
"I2_d03_@30,33",33,0,0,0,0,0
"I2_d03_@30,33",34,0,0,0,0,0
"I2_d03_@30,33",35,0,0,0,0,0
"I2_d03_@30,33",36,0,0,0,0,0
"I2_d03_@30,33",37,0,0,0,0,0
"I2_d03_@30,33",38,0,0,0,0,0
"I2_d03_@30,33",39,0,0,0,0,0
"I2_d03_@30,33",40,0,0,0,0,0
"I2_d03_@30,33",41,0,0,0,0,0
"I2_d03_@30,33",42,0,0,0,0,0
"I2_d03_@30,33",43,0,0,0,0,0
"I2_d03_@30,33",44,0,0,0,0,0
"I2_d03_@30,33",45,0,0,0,0,0
"I2_d03_@30,33",46,0,0,0,0,0
"I2_d03_@30,33",47,0,0,0,0,0
"I2_d03_@30,33",48,0,0,0,0,0
"I2_d03_@30,33",49,0,0,0,0,0
"I2_d03_@30,33",50,0,0,0,0,0
"I2_d03_@30,33",51,0,0,0,0,0
"I2_d03_@30,33",52,0,0,0,0,0
"I2_d03_@30,33",53,0,0,0,0,0
"I2_d03_@30,33",54,0,0,0,0,0
"I2_d03_@30,33",55,0,0,0,0,0
"I2_d03_@30,33",56,0,0,0,0,0
"I2_d03_@30,33",57,0,0,0,0,0
"I2_d03_@30,33",58,0,0,0,0,0
"I2_d03_@30,33",59,0,0,0,0,0
"I2_d03_@30,33",60,0,0,0,0,0
"I2_d03_@30,33",61,0,0,0,0,0
"I2_d03_@30,33",62,0,0,0,0,0
"I2_d03_@30,33",63,0,0,0,0,0
"I2_d03_@30,33",64,0,0,0,0,0
"I2_d03_@30,33",65,0,0,0,0,0
"I2_d03_@30,33",66,0,0,0,0,0
"I2_d03_@30,33",67,0,0,0,0,0
"I2_d03_@30,33",68,0,0,0,0,0
"I2_d03_@30,33",69,0,0,0,0,0
"I2_d03_@30,33",70,0,0,0,0,0
"I2_d03_@30,33",71,0,0,0,0,0
"I2_d03_@30,33",72,0,0,0,0,0
"I2_d03_@30,33",73,0,0,0,0,0
"I2_d03_@30,33",74,0,0,0,0,0
"I2_d03_@30,33",75,0,0,0,0,0
"I2_d03_@30,33",76,0,0,0,0,0
"I2_d03_@30,33",77,0,0,0,0,0
"I2_d03_@30,33",78,0,0,0,0,0
"I2_d03_@30,33",79,0,0,0,0,0
"I2_d03_@30,33",80,0,0,0,0,0
"I2_d03_@30,33",81,0,0,0,0,0
"I2_d03_@30,33",82,0,0,0,0,0
"I2_d03_@30,33",83,0,0,0,0,0
"I2_d03_@30,33",84,0,0,0,0,0
"I2_d03_@30,33",85,0,0,0,0,0
"I2_d03_@30,33",86,0,0,0,0,0
"I2_d03_@30,33",87,0,0,0,0,0
"I2_d03_@30,33",88,0,0,0,0,0
"I2_d03_@30,33",89,0,0,0,0,0
"I2_d03_@30,33",90,0,0,0,0,0
"I2_d03_@30,33",91,0,0,0,0,0
"I2_d03_@30,33",92,0,0,0,0,0
"I2_d03_@30,33",93,0,0,0,0,0
"I2_d03_@30,33",94,0,0,0,0,0
"I2_d03_@30,33",95,0,0,0,0,0
"I2_d03_@30,33",96,0,0,0,0,0
"I2_d03_@30,33",97,0,0,0,0,0
"I2_d03_@30,33",98,0,0,0,0,0
"I2_d03_@30,33",99,0,0,0,0,0
"I2_d03_@30,33",100,0,0,0,0,0
"I2_d03_@30,33",101,0,0,0,0,0
"I2_d03_@30,33",102,0,0,0,0,0
"I2_d03_@30,33",103,0,0,0,0,0
"I2_d03_@30,33",104,0,0,0,0,0
"I2_d03_@30,33",105,0,0,0,0,0
"I2_d03_@30,33",106,0,0,0,0,0
"I2_d03_@30,33",107,0,0,0,0,0
"I2_d03_@30,33",108,0,0,0,0,0
"I2_d03_@30,33",109,0,0,0,0,0
"I2_d03_@30,33",110,0,0,0,0,0
"I2_d03_@30,33",111,0,0,0,0,0
"I2_d03_@30,33",112,0,0,0,0,0
"I2_d03_@30,33",113,0,0,0,0,0
"I2_d03_@30,33",114,0,0,0,0,0
"I2_d03_@30,33",115,0,0,0,0,0
"I2_d03_@30,33",116,0,0,0,0,0
"I2_d03_@30,33",117,0,0,0,0,0
"I2_d03_@30,33",118,0,0,0,0,0
"I2_d03_@30,33",119,0,0,0,0,0
"I2_d03_@30,33",120,0,0,0,0,0
"I2_d04_@30,34",0,0,0,0,0,0
"I2_d04_@30,34",1,0,0,0,0,0
"I2_d04_@30,34",2,0,0,0,0,0
"I2_d04_@30,34",3,0,0,0,0,0
"I2_d04_@30,34",4,0,0,0,0,0
"I2_d04_@30,34",5,0,0,0,0,0
"I2_d04_@30,34",6,0,0,0,0,0
"I2_d04_@30,34",7,0,0,0,0,0
"I2_d04_@30,34",8,0,0,0,0,0
"I2_d04_@30,34",9,0,0,0,0,0
"I2_d04_@30,34",10,0,0,0,0,0
"I2_d04_@30,34",11,0,0,0,0,0
"I2_d04_@30,34",12,0,0,0,0,0
"I2_d04_@30,34",13,0,0,0,0,0
"I2_d04_@30,34",14,0,0,0,0,0
"I2_d04_@30,34",15,0,0,0,0,0
"I2_d04_@30,34",16,0,0,0,0,0
"I2_d04_@30,34",17,0,0,0,0,0
"I2_d04_@30,34",18,0,0,0,0,0
"I2_d04_@30,34",19,0,0,0,0,0
"I2_d04_@30,34",20,0,0,0,0,0
"I2_d04_@30,34",21,0,0,0,0,0
"I2_d04_@30,34",22,0,0,0,0,0
"I2_d04_@30,34",23,0,0,0,0,0
"I2_d04_@30,34",24,0,0,0,0,0
"I2_d04_@30,34",25,0,0,0,0,0
"I2_d04_@30,34",26,0,0,0,0,0
"I2_d04_@30,34",27,0,0,0,0,0
"I2_d04_@30,34",28,0,0,0,0,0
"I2_d04_@30,34",29,0,0,0,0,0
"I2_d04_@30,34",30,0,0,0,0,0
"I2_d04_@30,34",31,0,0,0,0,0
"I2_d04_@30,34",32,0,0,0,0,0
"I2_d04_@30,34",33,0,0,0,0,0
"I2_d04_@30,34",34,0,0,0,0,0
"I2_d04_@30,34",35,0,0,0,0,0
"I2_d04_@30,34",36,0,0,0,0,0
"I2_d04_@30,34",37,0,0,0,0,0
"I2_d04_@30,34",38,0,0,0,0,0
"I2_d04_@30,34",39,0,0,0,0,0
"I2_d04_@30,34",40,0,0,0,0,0
"I2_d04_@30,34",41,0,0,0,0,0
"I2_d04_@30,34",42,0,0,0,0,0
"I2_d04_@30,34",43,0,0,0,0,0
"I2_d04_@30,34",44,0,0,0,0,0
"I2_d04_@30,34",45,0,0,0,0,0
"I2_d04_@30,34",46,0,0,0,0,0
"I2_d04_@30,34",47,0,0,0,0,0
"I2_d04_@30,34",48,0,0,0,0,0
"I2_d04_@30,34",49,0,0,0,0,0
"I2_d04_@30,34",50,0,0,0,0,0
"I2_d04_@30,34",51,0,0,0,0,0
"I2_d04_@30,34",52,0,0,0,0,0
"I2_d04_@30,34",53,0,0,0,0,0
"I2_d04_@30,34",54,0,0,0,0,0
"I2_d04_@30,34",55,0,0,0,0,0
"I2_d04_@30,34",56,0,0,0,0,0
"I2_d04_@30,34",57,0,0,0,0,0
"I2_d04_@30,34",58,0,0,0,0,0
"I2_d04_@30,34",59,0,0,0,0,0
"I2_d04_@30,34",60,0,0,0,0,0
"I2_d04_@30,34",61,0,0,0,0,0
"I2_d04_@30,34",62,0,0,0,0,0
"I2_d04_@30,34",63,0,0,0,0,0
"I2_d04_@30,34",64,0,0,0,0,0
"I2_d04_@30,34",65,0,0,0,0,0
"I2_d04_@30,34",66,0,0,0,0,0
"I2_d04_@30,34",67,0,0,0,0,0
"I2_d04_@30,34",68,0,0,0,0,0
"I2_d04_@30,34",69,0,0,0,0,0
"I2_d04_@30,34",70,0,0,0,0,0
"I2_d04_@30,34",71,0,0,0,0,0
"I2_d04_@30,34",72,0,0,0,0,0
"I2_d04_@30,34",73,0,0,0,0,0
"I2_d04_@30,34",74,0,0,0,0,0
"I2_d04_@30,34",75,0,0,0,0,0
"I2_d04_@30,34",76,0,0,0,0,0
"I2_d04_@30,34",77,0,0,0,0,0
"I2_d04_@30,34",78,0,0,0,0,0
"I2_d04_@30,34",79,0,0,0,0,0
"I2_d04_@30,34",80,0,0,0,0,0
"I2_d04_@30,34",81,0,0,0,0,0
"I2_d04_@30,34",82,0,0,0,0,0
"I2_d04_@30,34",83,0,0,0,0,0
"I2_d04_@30,34",84,0,0,0,0,0
"I2_d04_@30,34",85,0,0,0,0,0
"I2_d04_@30,34",86,0,0,0,0,0
"I2_d04_@30,34",87,0,0,0,0,0
"I2_d04_@30,34",88,0,0,0,0,0
"I2_d04_@30,34",89,0,0,0,0,0
"I2_d04_@30,34",90,0,0,0,0,0
"I2_d04_@30,34",91,0,0,0,0,0
"I2_d04_@30,34",92,0,0,0,0,0
"I2_d04_@30,34",93,0,0,0,0,0
"I2_d04_@30,34",94,0,0,0,0,0
"I2_d04_@30,34",95,0,0,0,0,0
"I2_d04_@30,34",96,0,0,0,0,0
"I2_d04_@30,34",97,0,0,0,0,0
"I2_d04_@30,34",98,0,0,0,0,0
"I2_d04_@30,34",99,0,0,0,0,0
"I2_d04_@30,34",100,0,0,0,0,0
"I2_d04_@30,34",101,0,0,0,0,0
"I2_d04_@30,34",102,0,0,0,0,0
"I2_d04_@30,34",103,0,0,0,0,0
"I2_d04_@30,34",104,0,0,0,0,0
"I2_d04_@30,34",105,0,0,0,0,0
"I2_d04_@30,34",106,0,0,0,0,0
"I2_d04_@30,34",107,0,0,0,0,0
"I2_d04_@30,34",108,0,0,0,0,0
"I2_d04_@30,34",109,0,0,0,0,0
"I2_d04_@30,34",110,0,0,0,0,0
"I2_d04_@30,34",111,0,0,0,0,0
"I2_d04_@30,34",112,0,0,0,0,0
"I2_d04_@30,34",113,0,0,0,0,0
"I2_d04_@30,34",114,0,0,0,0,0
"I2_d04_@30,34",115,0,0,0,0,0
"I2_d04_@30,34",116,0,0,0,0,0
"I2_d04_@30,34",117,0,0,0,0,0
"I2_d04_@30,34",118,0,0,0,0,0
"I2_d04_@30,34",119,0,0,0,0,0
"I2_d04_@30,34",120,0,0,0,0,0
"I2_d05_@30,35",0,0,0,0,0,0
"I2_d05_@30,35",1,0,0,0,0,0
"I2_d05_@30,35",2,0,0,0,0,0
"I2_d05_@30,35",3,0,0,0,0,0
"I2_d05_@30,35",4,0,0,0,0,0
"I2_d05_@30,35",5,0,0,0,0,0
"I2_d05_@30,35",6,0,0,0,0,0
"I2_d05_@30,35",7,0,0,0,0,0
"I2_d05_@30,35",8,0,0,0,0,0
"I2_d05_@30,35",9,0,0,0,0,0
"I2_d05_@30,35",10,0,0,0,0,0
"I2_d05_@30,35",11,0,0,0,0,0
"I2_d05_@30,35",12,0,0,0,0,0
"I2_d05_@30,35",13,0,0,0,0,0
"I2_d05_@30,35",14,0,0,0,0,0
"I2_d05_@30,35",15,0,0,0,0,0
"I2_d05_@30,35",16,0,0,0,0,0
"I2_d05_@30,35",17,0,0,0,0,0
"I2_d05_@30,35",18,0,0,0,0,0
"I2_d05_@30,35",19,0,0,0,0,0
"I2_d05_@30,35",20,0,0,0,0,0
